,id,field_identifier,name,field_alternate_name,field_name_arabic,field_alternate_name_arabic,field_cat_date_begin,field_cat_date_end,field_biography,field_affiliated_country,field_occupation,field_affiliated_language,field_facebook_id,field_facebook_title,field_twitter_id,field_twitter_title,field_instagram_id,field_instagram_title,field_youtube_channel_id,field_youtube_channel_id_title
355,355,000a356,Mai Yamani,,مي يماني,,,,"Mai Yamani is a Saudi Arabian author, an independent academic and an anthropologist. Yamani was born in Egypt and is of both Saudi Arabian and Iraqi descent. She has worked in Saudi Arabia, the United States, Europe and the Middle East. She has been a visiting scholar and researcher at various universities around the world. She is the author of two works on non-fiction. Changed Identities: The Challenge of the New Generation in Saudi Arabia (Royal Institiute of International Affairs, 2000) and Cradle of Islam: The Hijaz and the Quest for Identity in Saudi Arabia (I.B.Tauris, 2009). She is also the co-editor of The Rule of Law in the Middle East and the Islamic World: Human Rights and the Judicial Process (I.B.Tauris, 2000).",SaudiArabia,Non-Fiction Writer,Arabic|English,,,,,,,,
356,356,000a357,Fatimah Baeshen,Fatimah Salem A. Baeshen,فاطمة باعشن,فاطمة سالم باعشن,,,"Fatimah Baeshen is a Saudi Arabian and American writer and public figure. She was also the first female spokesperson for Saudi embassy in Washington, D.C. She has also worked as an advisor and consultant at various agencies and organizations around the world. Baeshen also maintains a website where she shares her motivational speeches and her life lessons.  ",SaudiArabia|United States,Non-Fiction Writer,English|Arabic,,,https://twitter.com/FatimahSBaeshen,twitter,,instagram,,
357,357,000a359,Hissa Hilal,Remla,حصة هلال‎,ريميه‎,,,"Hissa Hilal is a poet from Saudi Arabia. Hilal first gained popularity when she performed her poetry on an Emeriti show called Million’s Poet. Her poem earned her third place, and she was featured in The Independent. She is the author of three collections of poetry, The Language of the Sand Heap (1993), The Bedewed One and the Enlightenment (2011). The first two texts were published under her pseudonym Remla. She is also the co-editor of Divorce and Kholu’ Poetry: A Reading of the Status of women in Tribal society and Nabati Poetry as a Witness (2010).",SaudiArabia,Poet,Arabic,,,https://twitter.com/zyzoomh,twitter,,instagram,,
358,358,000a361,Mona Al Munajjed,,منى المنجد,منى صلاح الدين المنجد,,,"Mona Al Munajjed is a sociologist from Saudi Arabia. She recieed her MA in sociology from NYU and her PhD in sociology from George Washington University. She has on various projects at the United Nations Economic and Social Commission for Western Asia, where she worked as the first social affairs officer. Her project was the recipient of the UN Award for Work with NGOs.",SaudiArabia,Non-Fiction Writer,Arabic|English,,,,,,,,
359,359,000a362,Laila al-Ouhaydib,,ليلى الأحيدب,ليلى بنت إبراهيم الأحيدب|ليلى إبراهيم الأحيدب,,,Laila al-Ouhaydib is a Saudi Arabian short story writer and novelist. Her works have been translated into English and published in anthologies and magazines. She is the author of a book of short stories and a novel titled The Eyes of Foxes (2009). ,Kuwait,Novelist|Short Story Writer,Arabic,,,,,,,,
360,360,000a363,Madawi al-Rasheed,,مضاوي الرشيد‎,مضاوي بنت طلال بن محمد الرشيد,,,"Madawi al-Rasheed is a Saudi Arabian professor, editor, social anthropologist and writer. Her articles have been published in various academic journals. She is the author of ten books focussing on the Arabian Peninsula. She is the editor of five publications. Al-Rasheed is the is a Visiting Research Professor at the Middle East Institute at the National University of Singapore. ",SaudiArabia,Editor|Author,Arabic|English,,,https://twitter.com/MadawiDr,twitter,,instagram,,
361,361,000a364,Rajaa al-Sanea,Rajaa Alsanea,رجاء الصانع,رجاء بنت عبد الله الصانع,,,"Rajaa al-Sanea is a bestselling Saudi Arabian writer. She is the author of the acclaimed novel, Girls of Riyadh (2005), which was banned in Saudi Arabia upon publication. The book was translated in 2008 and published by Penguin books. ",SaudiArabia,Novelist,Arabic,,,https://twitter.com/Rajja_alSanea,twitter,,instagram,,
362,362,000a365,Hanan Al-Fayyad,,حنان الفياض,,,,"Hanan Al-Fayyad is a Qatari novelist and professor. She is the spokesperson of the Sheikh Hamad Award for Translation and International Understanding. Al Fayyad is a professor of Arabic Literature at Qatar University.<b>Awards</b><br>Sheikh Hamad Award for Translation and International Understanding, 2018",Qatar,Novelist,Arabic,,,,,,,,
363,363,000a366,Kaltham Jaber,Kaltham Jaber Al-Kuwari,كلثم جبر الكواري|كلثم جبر محمد الكواري,,,,"Kaltham Jaber is a short story writer and poet from Qatar. She was the first woman to publish a collection of short stories with her 1978 book Ania wa Ghabat as-Samt wa at-Taraddud. She is an advocate for women’s rights, and has written articles in Al Raya, a Qatari newspaper, about these issues. She was the recipient of the Creativity Award from Al Jasra Cultural and Social Club in 2001 for her short story The Face of an Arab Woman (1993). She earned her PhD from Cairo University in 1997 and is now an instructor at Qatar University in the Department of Social Sciences.<b>Awards</b><br>Creativity Award from Al Jasra Cultural and Social Club, 2001",Qatar,Poet|Short Story Writer,Arabic,,,,,,,,
364,364,000a367,Dalal Khalifa,,دلال خليفة,,,,"Dalal Khalifa is a pioneering novelist and playwright from Qatar. She earned her bachelor’s in English from Qatar University and her MA in translation from Heriot-Watt University in Scotland. Her collection of plays, Insan fi hayz al-wujud (A Person in the Sphere of Existence), was published in 1995. She is also the author of four novels.<b>Awards</b><br>The State Incentive Award in the field of literature, 2005",Qatar,Novelist|Playwright,Arabic|English,,,,,,,,
365,365,000a368,Shu'a' Khalifa,,شعاع خليفة,,,,"Shu'a' Khalifa is a pioneering Qatari novelist. She is the author of three novels, Al-‘Ubur ila al-haqiqa (Passage to Truth, 1993), Aḥlam Al-Bahr Al-Qadima (The Old Dreams of the Sea, 1993), and Fi Intizar Al-Safira (Waiting for the Whistle, 1994). Shu’a’ and her sister Dalal Khalifa were the first two novelists published in Qatar. ",Qatar,Novelist,Arabic,,,,,,,,
366,366,000a370,Zakiya Mal Allah,Zakiya Ali Mal Allah 'Abd al-'Aziz,زكية مال الله,زكية علي مال الله عبد العزيز,,,"Zakiya Mal Allah is a poet from Qatar. She holds a PhD in pharmacy from Cairo University and works for the Supreme Council of Heath in Qatar. She is the author of nine collections of poetry and has written for newspapers such as Al Watan and Al Sharq. Her poetry has been translated into several languages, including Spanish, Urdu and Turkish.<b>Awards</b><br>Qatar Club Prize in Poetry, 1983; Prince Khaled Al-Faisal Prize for Eloquent Poetry, 2000",Qatar,Poet,Arabic,,,,,,,,
367,367,000a371,Mouza Al Malki,Moza Al-Malki,موزة المالكي‎,موزة عبدالله المالكي,,,"Mouza Al Malki is a writer and psychologist form Qatar. She is the editor of the book Promising Writer (2014), which features work from Arab women writers. She is the author of numerous books on Arab women and children. Al Malki was nominated for the Nobel Peace Prize in 2005. ",Qatar,Editor|Academic|Non-Fiction Writer,Arabic,,,https://twitter.com/mozalmalki,twitter,,instagram,,
368,368,000a372,Sophia Al Maria,,صافية المارية,,,,"Sophia Al Maria is a Qatari-American journalist, artist, filmmaker, writer and memoirist.Her writing has been featured in Harper’s Magazine, as well as several other publications. She founded the term Gulf Futurism and commonly explores it in the magazine Wired, a magazine Al Maria contributed to regularly. ",Qatar,journaliist|Memoirist|Writer|Filmmaker|Artist,Arabic,,,,,,,,
369,369,000a373,Nura al-Badi,Nura 'Abd Allah al-Badi,نورة البادي,نورة عبد الله البادي,,,"Nura al-Badi is an Omani poet and columnist. She has written for a radio series Kalimat al-Haqq (The True Word) and has written for Sawt al-ard (Voice of the Earth), and operetta. She currently works in education in Oman.",Oman,Poet|Columnist,Arabic,,,,,https://instagram.com/noora_albadi,,,
370,370,000a374,Huda Hamed,,هدى حمد,,,,"Huda Hamed is a writer and journalist from Oman. She is the author of five short story collections and four novels. She was the recipient of the Sharjah Award for Arab Creativity for her short story collection Things Are Not Where They Should Be (Dar al-Adab, 2009), and also received the Best Omani Publication Award for the same collection. Hamed was the Editor in Chief of Day by Day, the first online magazine in Oman that reviewed books.<b>Awards</b><br>Sharjah Award for Arab Creativity and Best Omani Publication, 2009",Oman,Journalist|Short Story Writer|Novelist,Arabic,,,https://twitter.com/hudahamed81,twitter,,instagram,,
371,371,000a375,Nasra Al Adawi,,نصرة العدوي,,,,"Nasra Al Adawi is an Omani poet and writer. She has published in both English and Arabic. She is the author of three collections of poetry. Al Adawi is also a writer for Al Mar’a, an Omani women’s magazine. ",Oman,Poet|Writer,Arabic,,,,,https://instagram.com/iamnasra,,,
372,372,000a376,Sa'ida Bint Khatir al-Farisi,,سعيدة بنت خاطر الفارسي,سعيدة الفارسي|سعيدة بنت خاطر|سعيدة خاطر|سعيدة بنت خاطر بن حسن الفارسي,,,"Sa'ida Bint Khatir al-Farisi is a poet from Oman. She earned her BA in Arabic and Islamic Law from Kuwait University. Her poetry has been published in Arab Women Writers: A Critical Reference Guide, 1873-1999 (American University in Cairo Press, 2008). She was the editor in chief of al-‘Umaniya magazine.",Oman,Poet,Arabic,,,,,,,,
373,373,000a377,Fatimah Muhammad Sha'ban,,فاطمة محمد شعبان,,,,Fatimah Muhammad Sha'ban is a short story writer from Oman. She is the author of two collections of short stories. Sha’ban is noted as the first woman writer in Oman to publish a collection of short stories.,Oman,Short Story Writer,Arabic,,,,,,,,
374,374,000a378,Badriyya al-Shihhi,,بدرية الشحي,,,,"Badriyya al-Shihhi is an Omani novelist and the first woman from Oman to publish a novel. She is the author of one novel, Treading of the embers (Al-Tawaf haythu al-jamr) (Al-Mu'assasa al-'Arabiyya lil-Dira wa-l-Nashr, 1999).",Oman,Novelist,Arabic,,,,,,,,
375,375,000a379,Khawla al-Zahiri,Khawla Hamdan al-Zahiri|Khawla Al-Zuhairi,خولة الزهيري,خولة حمدان الزهيري,,,Khawla al-Zahiri is a short story writer from Oman. She received a BA in education from United Arab Emirates University in 1991. Her stories have been published and anthologized widely. ,Oman,Short Story Writer,Arabic,,,,,,,,
376,376,000a380,Jokha Alharthi,,جوخة الحارثي,,,,"Jokha Alharthi is a writer and academic from Oman. She is the author of three coleltions of short stories, as well as three children’s books and three novels. Her novel, Bitter Orange (Narinjah), earned her the Sultan Qaboos Award for Culture, Arts and Literature in 2016. Many of her works have been translated to several languages. Her novel Celestial Bodies (Sandstone Press, 2018), a translation of Sayyidat el-Qamar, was published in the UK and received the Man Booker International Prize in 2019, making it the first book by an Arabic-language writer to receive the award. Alharthi is an associate professor at Sultan Qaboos University.<b>Awards</b><br>Man Booker International Prize, 2019; Sultan Qaboos Award for Culture, Arts and Literature for the Novel “Narinjah”, 2016; Best Omani novel, 2010; best Omani children book, 2010",Oman,Writer|Academic,Arabic,,,,,,,,
377,377,000a381,Fatimah Yousif al-Ali,Fatima Yousif al-Ali|Fatima Yousef al-Ali|Fatma Yousif al-Ali|Fatma Yousef Al-Ali,فاطمة يوسف العلي,,,,Fatimah Yousif al-Ali is a journalist and short story writer from Kuwait. She received her BA in Arabic literature and an MA in literary criticism from Cairo University. She is the first woman from Kuwait to publish a novel. She is the author of four short story collections and is a member of the Kuwaiti Literary Association. She was the recipient of the Kuwait Short Story Prize in 1996. Her work has also been published in Banipal magazine. She has also had her work featured on radio and television. Some of her stories have been translated into English and featured in various anthologies. ,Kuwait,Journalist|Short Story Writer,Arabic,,,,,,,,
378,378,000a382,Lateefa Buti,,لطيفة بطي,,,,"Lateefa Buti is an award-winning children’s writer, short story writer and playwright from Kuwait. She is the author of two short story collections, two plays and nine children’s books. Her book Hatless (Bela Qubaa) (2017) earned her the Sheikh Zayed Book Award for Children’s Literature. Buti is the founder the publishing house Dar al-Ruslan, which is the first of its kind in Kuwait as it exclusively publishes children’s literature.<b>Awards</b><br>Sheikh Zayed Book Award for category of Children's Literature, 2017",Kuwait,Children's Writer|Short Story Writer|Playwright,Arabic,,,,,,,,
379,379,000a383,Najma Abdullah Idrees,Najma Idrees,نجمة إدريس,نجمة عبدالله إدريس,,,"Najma Idrees is a poet, columnist and scholar from Kuwait. She received her PhD in 1987 from London University. After working as a middle school and high school teacher, she moved on to teach Arabic poetry and literature at Kuwait University, before leaving in 2007. Several of her works were published in Al-Bayan magazine, and eventually became the editor-in-chief of the magazine in 2010. Idrees writes a weekly column for Al-Jarida newspaper, as well contributing articles to several newspapers and publications. In 2013, she received the Arab Women Award in Kuwait. She also received the State of Kuwait Prize in literature in 2002. She is the author of three collections of poetry.<b>Awards</b><br>Arab Women Award, 2013; State of Kuwait Prize in the field of literature, 2002",Kuwait,Poet|Columnist|Scholar,Arabic,,,,,,,,
380,380,000a384,Mona Kareem,,منى كريم,,,,"Mona Kareem is a poet, translator and scholar born and raised in Kuwait. She is the author of three collections of Arabic-language poetry. Her fourth collection is trilingual, and contains work in Arabic, English and Dutch. Kareem is the Translator-in-Residence at Princeton University. ",Kuwait,Poet|Translator|Scholar,Arabic,,,https://twitter.com/monakareem,twitter,,instagram,,
381,381,000a385,Mai Al-Nakib,,مي النقيب,,,,"Mai Al-Nakib is a short story writer from Kuwait. She is the author of the collected The Hidden Light of Objects (Bloomsbury, 2015), which won the Edinburgh International Book Festival's 2014 First Book Award. Her stories have been published in several literary journals. She holds a PhD in English literature from Brown University. She is currently a professor at Kuwait University, where she teaches postcolonial studies and comparative literature.<b>Awards</b><br>Edinburgh International Book Festival's First Book Award, 2014",Kuwait,Short Story Writer,English|Arabic,,,https://twitter.com/maialnakib,twitter,,instagram,,
382,382,000a387,Laila al-Othman,Layla al-Uthman,ليلى العثمان,,,,"Laila al-Othman is a Kuwaiti columnist, novelist and short story writer. She is the author of fourteen collections of short stories and nine novels. She maintained a daily column for Al-Siyasah newspaper. Her work has sometimes been deemed controversial, and in 2000 she faced imprisonment. Her books have been translated into several languages, including French, Polish and Spanish. ",Kuwait,Columnist|Novelist|Short Story Writer,Arabic,,,https://twitter.com/TheAuthorlail,twitter,,instagram,,
383,383,000a388,Souad al-Sabah,,سعاد الصباح,سعاد محمد الصباح,,,"Souad al-Sabah is a Kuwaiti writer, poet and economist. She received her MA from the University of London in 1976. She has written articles and essays on economics and politics. She is the author of several collections of poetry. Her collections include Wamdatt Bakira (Early blinks) and Lahathat min Umri (Moments of my life, 1961).",Kuwait,,,,,https://twitter.com/mamaad_E,twitter,,instagram,,
384,384,000a389,Hidaya Sultan al-Salem,,هدايه سلطان السالم‎,,,,"Hidaya Sultan al-Salem (هدايه سلطان السالم‎, 1936 – 20 March 2001) was a pioneering journalist, editor, publisher and author from Kuwait. She was the owner of al-Majalis, one of the first Kuwaiti political magazines. She was also the owner of Arab Sport. Al-Salem wrote articles exposing corruption in the Kuwait and her work was published widely in the country. She is also the author of five non-fiction books and has published short stories in literary journals. She was killed in 2001 in Kuwait City, making her the first journalist killed in the country’s history.",Kuwait,Journalist|Publisher|Editor|Author,Arabic,,,,,,,,
385,385,000a390,Ema Shah,,إيما شاه,,,,"Ema Shah (born 7 June 1981) is an author, performer, musician and filmmaker from Kuwait. She is the author of a novel titled Loupsida (2020). The English-language translation is set to be released in 2021. Shah is well-known for her work in the arts.<b>Awards</b><br>Best Second Actress, 2004; Award of Merit Best Music Video, 2013; Best Music Video, 2014;  Award of Excellence Music Videos, 2014; ",Kuwait,Novelist,Arabic,,facebook,https://twitter.com/EmashaAlien,twitter,https://instagram.com/ema.shah,instagram,,
386,386,000a391,Iqbal al-Gharaballi,Eqbal al-Gharaballi|Igbal 'Abd al-Latif al-Gharaballi,إقبال الغربللي,إقبال عبد اللطيف الغربللي,,,"Iqbal al-Gharaballi اقبال الغربللي  (b. 1952) is a novelist and memoirist from Kuwait. El-Gharaballi holds a PhD in socio-psychology. She is the author of several books, including a memoir titled Memoirs of a Female Prisoner. ",Kuwait,Memoirist|Novelist,Arabic,,,,,,,,
387,387,000a392,Khawla al-Qazwini,,خولة القزويني,,,,"Khawla al-Qazwini is a novelist from Kuwait. She is the author of numerous novels, including Divorced from Reality (1986) and a collection of nonfiction work titled Letters from Our Life (1988). Al-Qazwini is considered one of the earliest Kuwaiti women writers to be published in the country’s history.",Kuwait,Novelist,Arabic,,,https://twitter.com/KhawlaAlQazwini,twitter,https://instagram.com/albait_alsaeed,instagram,,
388,388,000a393,Dubai Abulhoul,,دبي أبو الهول,,,,"Dubai Abulhoul (born 1996) is a columnist and writer from the United Arab Emirates. Abdulhoul wrote novel Galagolia: The Hidden Divination which coined her as the first Emirati to write a fantasy novel in English.  In addition, Abdulhoul has written a collection of short stories, including Rafai Speech (2018). Abulhoul has won the Young Arab of the Year award at the Gulf Film Festival for her various contributions to literature. <b>Awards</b><br>Young Arab of the Year, 2016",United Arab Emirates,,Arabic,,,https://twitter.com/DubaiAbulhoul,twitter,https://instagram.com/dubaiabulhoul,instagram,,
389,389,000a394,Aisha Al Kaabi,Aisha Khalaf Al Kaabi,عائشة الكعبي,عائشة خلف الكعبي,,,"Aisha Al Kaabi (born May 7th, 1974) is a poet and short story writer from the United Arab Emirates. She is the author of various works such No Consolation for House Cats (2011) which earned her The Emirates Women Award for Literature and Art in 2011. In addition, Kaabi possesses a master’s of arts in Developmental Biology. Since 1997, Aisha Al Kaabi has been a loyal member of the Emirates Writers Union. <b>Awards</b><br>The Emirati Woman Award in Literature and Art, 2011 ",United Arab Emirates,,Arabic,,,,,,,,
390,390,000a395,Salha Ghabish,Salha Obaid Ghabish,صالحة غابش,,,,"Salha Ghabish (born 1992) is a writer and poet from the United Arab Emirates. Salha Ghabish has published several collections of poetry which includes novels, short stories, and children’s books. Ghabish has received two awards for her wide array of works like Ginger Smell (2008) and Only ..Break It (2015). In recognition, Ghabish was awarded the Distinguished Arab Women in Literature Award in 2008 and a Shield of Excellence in 2019.  <b>Awards</b><br>Distinguished Arab Women in Literature Award, 2009; Shield of Excellence” from the Poetry House in Fujairah",United Arab Emirates,,Arabic,,,https://twitter.com/salha_ghabish,twitter,,instagram,,
391,391,000a396,Hessa Al Muhairi,,حصة المهيري,,,,"Hessa Al Muhairi is a children’s book writer and was born in the United Arab Emirates. Works such as The Dinoraf (2017) and Whose Footprints are These? (2010) lead to Muhairi receiving the Sheikh Zayed Book Award for Childrens Literature in 2018. Muhairi holds a double master’s in education management and Policy which was earned from Deakin University in Australia. <b>Awards</b><br>Sheikh Zayed Book Award for the Category of Children's Literature, 2018",United Arab Emirates,,Arabic,,,https://twitter.com/7e9a_Almehairi,twitter,,instagram,,
392,392,000a397,Maisoon Saqer,Maisoon Saqr|Maisoon Al-Qasimi|Maisoon Bint Saqr Al-Qasimi,ميسون صقر,ميسون صقر القاسمي,,,"Maisoon Saqer (born 1958) is a poet and artist from the United Arab Emirates. Saqer has written several poetry collections like An Insane Man Doesn’t Love Me (2001) and This is How I Name Things (1983). In addition, Saqer has published two novels and a film, A Thread Behind a Thread, which she had been awarded the Jury Prize by Emirates Films. In My Mouth, a Pearl (2016), Saqer’s second novel, had been shortlisted for the Sheikh Zayed Book Award. ",United Arab Emirates,,Arabic,,,,,,,,
393,393,000a398,Najah Al-Masaeed,,نجاح المساعيد‎,نجاح بنت حسين بن محمد المساعيد,,,"Najah Al-Masaeed (born October 16th, 1977) is an established poet of Jordanian descent from the United Arab Emirates. While Al-Masaeed developed a career in media, she has  published an audio poetry collection containing fifteen poems titled Talking Perfume (2002). Notably, Al-Masaeed has presented in programs such as Rhythm Melody, Abha Tent, and Songs Meanings. Al-Masaeed has a bachelor’s degree in Sociology from the Mu’tah University. ",United Arab Emirates,,Arabic,,,https://twitter.com/najah_almasaeed,twitter,https://instagram.com/najah_almasaeed,instagram,,
394,394,000a399,Salha Obeid,Salha Obaid,صالحة عبيد,صالحة عبيد حسن,,,"Salha Obeid (born 1988) is novelist and writer from the United Arab Emirates. Obeid had published three short stories and two novels. Obeid’s novel titled An Implicitly White Lock of Hair (2015)  had won the Al Owais Award in Creative Writing. Also, Obeid’s published short story, Alzheimer’s (2010), had been translated into German. Salha Obeid is a member of the Association of Emirati Women Writers. <b>Awards</b><br>Young Emiratis Prize (creative writing category), 2017; UAE-Italy Exchange Short Story Award, 2013;
“An Implicitly White Lock of Hair” won Al Owais Award for Creative Writing, 2016",United Arab Emirates,,Arabic,,,https://twitter.com/SalhaObeaid,twitter,"https://instagram.com/salhaobeaid

",instagram,,
395,395,000a400,Eman Al Yousuf,,إيمان اليوسف,,,,"Eman Al Yousuf (born 1987) is a writer and columnist from the United Arab Emirates. Yousuf has published three novels which includes Guard of the Sun that was translated into several languages and had won the Emirates Novel Award in 2016. Quite notably, Eman is also the writer of a feminist short story film entitled Ghafa (2017). Yousuf frequents as a columnist with the Emirati Print Media. <b>Awards</b><br>Emirates Novel Award, 2016",United Arab Emirates,,Arabic,https://www.youtube.com/channel/UCeLGE0zUGgY0rL40wiVFS0g/videos,,https://twitter.com/Eman_AlYousuf,twitter,https://instagram.com/emanalyousuf,instagram,https://www.youtube.com/channel/UCeLGE0zUGgY0rL40wiVFS0g/videos,youtube
396,396,000a401,Maryam Jumaa Faraj,Mariam Jumaa Faraj,مريم جمعة فرج,,,,Maryam Jumaa Faraj (died 2019) is a short story writer from the United Arab Emirates. Faraj has two notable collections of short stories which include Ma’ (1994) and Fauyruz (1988). Both works have both been translated into English. ,United Arab Emirates,,Arabic,,,,,,,,
397,397,000a402,Zabya Khamis al-Muslimani,,ظَبْية خميس,ظَبْية خميس المسلماني,,,Zabya Khamis al-Muslimani (born 1958) is a poet and writer of short stories from Dubai. Al-Muslimani has studied in both Indiana and London. Al-Muslimani’s published works have been translated into English.,United Arab Emirates,,Arabic,,,https://twitter.com/dhabiya1,twitter,,instagram,,
398,398,000a403,Asma al-Zarouni,,أسماء الزرعوني,,,,"Asmaa al-Zarouni (born 1961) is a short story writer, librarian, and poet from the United Arab Emirates. Al-Zarouni has participated in numerous seminars like the International Letter Writing Competition in 2006. She has also served as a member of the Emirates Writers Association. <b>Awards</b><br>Honor Award from the Department of Culture and Information in Sharjah in the field of children's litearture, 1966; Award of the 28th Sharjah International Book Fair, 2011",United Arab Emirates,,Arabic,,,,,https://instagram.com/asma_alzaroni,,,
399,399,000a404,Maryam Saqer Al Qasimi,,مريم صقر القاسمي,مريم بنت صقر القاسمي,,,"Maryam Saqer Al Qasimi is a writer of both young adult novels and children’s short stories from the United Arab Emirates. Throughout her career, Al Qasimi has published a total of eight short stories for children. Where Did the Letters Disappear? (2018) earned Al Qasimi the Sharjah Children’s Book Award in 2018, alongside a musical adaptation. Her story The Water Seller (2019) was shortlisted for the Sheikh Zayed Book Award.<b>Awards</b><br>International Children's Book Award at the Sharjah Children's Reading Festival, 2018",United Arab Emirates,,Arabic,,,,,,,,
400,400,000a405,Nadia Al Najjar,,نادية النجار,ناديا النجار,,,"Nadia Al Najjar is a well-known writer from the United Arab Emirates. Al Najjar has three novels and five short stories. Her novel, Cities of Passion (2015), won her the Emirates Award for Short Fiction in 2015. Moreover, Al Najjar has won the award for Best Emirati Book as a creative writer. In addition to her awards, Al Najjar holds a Bachelor’s in Computer Science.<b>Awards</b><br>First place in the Emirates Award for Fiction in the Short Fiction category, 2015; ""Trio D"" won the award for the best Emirati Book by an Emirati Creative Writer at the Sharjah International Book Fair, 2017",United Arab Emirates,,Arabic,,,,,,,,
401,401,000a406,Asmaa bint Saqr Al Qasimi,,أسماء القاسمي,أسماء بنت صقر القاسمي,,,"Asmaa bint Saqr Al Qasimi is a poet from the United Arab Emirates. Al Qasimi has published five poetry books which include Ishtar Prayer (2008) and A Perfume’s Whiff (2009). Numerous works of Al Qasimi’s has been translated to English, French and Spanish. Al Qasimi is a member of multiple literature clubs like the Fonxe Academy for Arabic Poetry and the International League of Islamic Literature. ",United Arab Emirates,,Arabic,,,,,,,,
402,402,000a408,Afra Atiq,,عفراء عتيق,,,,"Afra Atiq is a Emirati and Japanese-American spoken word poet. Atiq has published several collections of poetry such as A Good Punch and An Open Letter to Cancer which won her the Abu Dhabi Music and Art Foundation Creativity Award in 2017. Atiq has written multiple poems in French, Arabic, and English. <b>Awards</b><br>Special Achievement Award at the Arab Women Awards; ADMAF creativity Award, 2017",United Arab Emirates,Journalist|Author,Arabic,,,,,,,,
403,403,000a409,Zeina Soufan,,زينة صوفان‎,,,,"Zeina Soufan is both a news presenter and journalist from Lebanon. Soufan has interviewed many public figures and government officials while contributing to business news in Lebanon and Dubai. Soufan has been featured in television shows such as Future Television (1993) and the Dubai Business Channel (1988). Soufan has written various columns in Alarabiya Net. In addition, Zeina Soufan won the award for Best Arab Business Journalist in 2016. <b>Awards</b><br>Best Arab Business Journalist Award, 2016",United Arab Emirates,Spoken Word Poet,Arabic,,,,,,,,
404,404,000a410,Bassma Al Jandaly,,بسمة الجندلي‎,,,,"Bassma Al Jandaly (born 1977) is a journalist and editor from Russia. Al Jandaly has worked as a journalist for Gulf News and as a senior journalist for the General Directorate of Residency and Foreign Affairs. Quite notably, Al Jandaly wrote her first article regarding executions in 2006. ",United Arab Emirates,Journalist,Arabic,,,,,,,,
405,405,000a411,Maysa Ghadeer,Maysa Rashed Ghadeer,ميساء راشد غدير,ميساء غدير,,,"Maysa Ghadeer is a writer, columnist and politician from the United Arab Emirates. Ghadeer worked as a columnist for the newspaper known as Al Bayan and later dabbled in media. In addition, Ghadeer is one of the first women to be invited to the Federal National Council in 2007. ",United Arab Emirates,Journalist,Arabic,,,,,,,,
406,406,000a412,Mariam Behnam,,مریم بهنام,,,,"Mariam Behnam (born 1921- 2014) was a writer, journalist, and diplomat from both Iran and the United Arab Emirates. In addition to her books, Behnam also wrote pieces for Gulf News and published a magazine. She held a master’s in literature from the University of Punjab. <b>Awards</b><br>Nishane Taj Medal,1965; Pakistan Badge of Courage, 2010",United Arab Emirates,Journalist,Arabic,,,,,,,,
407,407,000a413,Nora Aceval ,,نورا اسيفال,,,,"Nora Aceval is an Algerian writer and traditional storyteller. Born in Tousnina, she grew up listening to the traditional folk tales told by the women of the Ouled Sidi Khaled tribe, and this would inform her later work; she has gone on to collect, transcribe, and translate the folk stories told by the women of Algeria and the Maghreb at large. Aceval has published several such books and collections, and is currently based in Creil. ",Algeria|France,Folk Story Writer,French|Arabic,,,,,https://instagram.com/noraaceval,,,
408,408,000a414,Fadhma Aït Mansour ,Fadhma Aït Mansour Amrouche,فاطمة آيت منصور عمروش,,,,"Fatima Aït Mansour was a Berber autobiographer, poet and folksinger from Algeria. She is the author of The Story of My Life, which was published posthumously and translated from French to English in 2009 and published by Hardinge Simpole.",Algeria,Poet|Autobiographer,French,,,,,,,,
409,409,000a415,Taos Amrouche ,Marie-Louise-Taos Amrouche,طاووس عمروش,ماري لويس طاووس عمروش|طاوس عمروش,,,"Taos Amrouche was an Algerian novelist and singer. She is the first Algerian woman to publish a novel, Black Jacinta (1947), and also one of the first North African woman to publish a novel in French.",Algeria,Novelist,French,,,,,,,,
410,410,000a416,Leïla Aouchal ,,ليلى أوشال,,,,Leila Aouchal is a French-born Algerian writer and autobiographer. She is one of the earliest Algerian women writers to publish in French. She is the author of her autobiography Une Autre Vie (1970).,Algeria,Autobiographer,French,,,,,,,,
411,411,000a417,Yamina Bachir,Yamina Bachir Chouikh,يمينة بشير,يمينة بشير شويخ,,,"Yamina Bachir is a screenwriter and filmmaker from Algeria. She wrote the film Rachida (2002), which received four awards. She is also credited as a cowriter of the film Sandstorm (1982).",Algeria,Screenwriter|Filmmaker,French,,,,,,,,
412,412,000a418,Samira Bellil,,سميرة بليل,,,,"Samira Bellil was an Algerian-born French feminist and autobiographer. She is the author Dans l'enfer des tournantes (In the Hell of Gang Rapes), which was published in 2002. Bellil was the founder of the feminist movement Ni Putes Ni Soumises (Neither whores nor submissives) which protested the violence women face in France. This movement gained attention international attention. She passed away at the age of 31 from stomach cancer. ",Algeria,Autobiographer,French,,,,,,,,
413,413,000a419,Nassira Belloula ,,نصيرة بلولة,,,,"Nassira Belloula is a journalist, novelist and poet writing in French. She has written for Algerian newspapers and publications such as Le Soir d’Algérie, Le Matin, La Nouvelle République, and Liberté. She is one of the founders of L’Ivrescq, an Algerian literary magazine. She is the author of several books and essays. ",Algeria|Canada,Journalist|Novelist|Poet,French,,,,,,,,
